dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,9.480998,11.234684,26.246144,5.455630,9.965519,-167.650334,1.697561
0.020000,9.468333,11.345976,26.358154,5.600490,7.242986,-136.126643,1.671676
0.020000,9.458074,11.459553,26.472193,5.701957,5.073384,-108.480081,1.650930
0.020000,9.452267,11.552102,26.564924,4.636550,-53.270358,-2917.187116,1.614607
0.020000,9.450168,11.641643,26.654489,4.478277,-7.913678,2267.834004,1.572620
0.020000,9.451885,11.724388,26.737253,4.138157,-17.005972,-454.614714,1.526018
0.020000,9.457148,11.799707,26.812755,3.775142,-18.150748,-57.238810,1.474291
0.020000,9.465545,11.867008,26.880578,3.391114,-19.201397,-52.532449,1.416978
0.020000,9.476505,11.925828,26.940410,2.991631,-19.974180,-38.639150,1.353735
0.020000,9.489321,11.975952,26.992147,2.586837,-20.239700,-13.276004,1.284446
0.020000,9.503214,12.017550,27.036004,2.192844,-19.699634,27.003322,1.209348
0.020000,9.517475,12.051286,27.072630,1.831279,-18.078232,81.070109,1.129158
0.020000,9.531635,12.078342,27.103167,1.526888,-15.219590,142.932104,1.045138
0.020000,9.545639,12.100305,27.129215,1.302381,-11.225324,199.713276,0.959055
0.020000,9.559908,12.118905,27.152658,1.172140,-6.512040,235.664212,0.872991
0.020000,9.575248,12.135702,27.175405,1.137376,-1.738205,238.691732,0.789056
0.020000,9.592627,12.151834,27.199118,1.185641,2.413215,207.571021,0.709087
0.020000,9.612916,12.167930,27.225017,1.294933,5.464637,152.571114,0.634430
0.020000,9.636703,12.184169,27.253818,1.440063,7.256463,89.591283,0.565879
0.020000,9.664221,12.200431,27.285782,1.598204,7.907096,32.531659,0.503721
0.020000,9.695383,12.216452,27.320821,1.751966,7.688094,-10.950089,0.447859
0.020000,9.729865,12.231940,27.358621,1.889989,6.901147,-39.347354,0.397945
0.020000,9.767197,12.246639,27.398743,2.006104,5.805740,-54.770376,0.353495
0.020000,9.806847,12.260363,27.440701,2.097887,4.589141,-60.829921,0.313970
0.020000,9.848270,12.272994,27.484007,2.165319,3.371594,-60.877355,0.278835
0.020000,9.890949,12.284479,27.528204,2.209820,2.225068,-57.326325,0.247580
0.020000,9.934406,12.294809,27.572872,2.233429,1.180456,-52.230577,0.219746
0.020000,9.978218,12.304015,27.617641,2.238441,0.250565,-46.494571,0.194920
0.020000,10.022012,12.312148,27.662184,2.227116,-0.566229,-40.839682,0.172743
0.020000,10.065462,12.319279,27.706215,2.201552,-1.278201,-35.598612,0.152899
0.020000,10.108288,12.325484,27.749488,2.163677,-1.893760,-30.777967,0.135116
0.020000,10.150250,12.330843,27.791791,2.115133,-2.427186,-26.671261,0.119158
0.020000,10.191140,12.335438,27.832938,2.057357,-2.888788,-23.080137,0.104823
0.020000,10.230780,12.339347,27.872771,1.991634,-3.286154,-19.868282,0.091933
0.020000,10.269018,12.342646,27.911151,1.919014,-3.630988,-17.241689,0.080337
0.020000,10.305723,12.345407,27.947959,1.840420,-3.929702,-14.935699,0.069903
0.020000,10.340781,12.347695,27.983092,1.756647,-4.188692,-12.949493,0.060515
0.020000,10.374096,12.349571,28.016459,1.668357,-4.414493,-11.290070,0.052075
0.020000,10.405582,12.351091,28.047983,1.576158,-4.609914,-9.771071,0.044496
0.020000,10.435168,12.352307,28.077593,1.480530,-4.781411,-8.574848,0.037702
0.020000,10.462790,12.353264,28.105232,1.381940,-4.929503,-7.404591,0.031628
0.020000,10.488394,12.354005,28.130847,1.280751,-5.059462,-6.497927,0.026216
0.020000,10.511934,12.354565,28.154393,1.177302,-5.172460,-5.649910,0.021417
0.020000,10.533368,12.354979,28.175831,1.071902,-5.269996,-4.876800,0.017186
0.020000,10.552662,12.355274,28.195127,0.964810,-5.354597,-4.230040,0.013488
0.020000,10.569786,12.355478,28.212253,0.856269,-5.427045,-3.622432,0.010289
0.020000,10.584714,12.355611,28.227182,0.746463,-5.490277,-3.161566,0.007562
0.020000,10.597427,12.355693,28.239895,0.635640,-5.541161,-2.544227,0.005285
0.020000,10.607906,12.355738,28.250374,0.523954,-5.584332,-2.158544,0.003438
0.020000,10.616137,12.355761,28.258605,0.411559,-5.619739,-1.770322,0.002006
0.020000,10.622110,12.355770,28.264578,0.298649,-5.645491,-1.287595,0.000976
0.020000,10.625817,12.355772,28.268285,0.185346,-5.665131,-0.982009,0.000342
0.020000,10.627462,12.355773,28.269930,0.082274,-5.153594,25.576831,0.000061
0.020000,10.627822,12.355773,28.270290,0.017962,-3.215636,96.897894,0.000000
0.020000,10.627822,12.355773,28.270290,0.000000,-0.898087,115.877484,0.000000
