dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,10.410235,17.512265,8.082617,10.295910,6.557905,0.000000,3.174662
0.020000,10.203455,17.499142,8.289847,10.427068,6.557905,0.000000,3.237002
0.020000,9.995468,17.471591,8.499700,10.558226,6.557905,0.000000,3.311703
0.020000,9.787894,17.426546,8.712176,10.689385,6.557905,0.000000,3.401401
0.020000,9.583273,17.360564,8.927276,10.820543,6.557905,-0.000000,3.508477
0.020000,9.385340,17.270213,9.144998,10.951701,6.557905,0.000000,3.633905
0.020000,9.199055,17.152872,9.365344,11.082859,6.557905,0.000000,3.775519
0.020000,9.030018,17.007798,9.588312,11.214017,6.557905,0.000000,3.926702
0.020000,8.883160,16.836836,9.813904,11.345175,6.557905,0.000000,4.077413
0.020000,8.761372,16.644057,10.042119,11.476333,6.557905,-0.000000,4.217858
0.020000,8.665020,16.434452,10.272958,11.607491,6.557905,0.000000,4.341935
0.020000,8.592528,16.212645,10.506419,11.738649,6.557905,0.000000,4.447905
0.020000,8.541356,15.982254,10.742504,11.869807,6.557905,0.000000,4.536947
0.020000,8.508760,15.745837,10.981211,12.000965,6.557905,0.000000,4.611468
0.020000,8.492201,15.505115,11.222542,12.132124,6.557905,-0.000000,4.674049
0.020000,8.489534,15.265751,11.466496,12.263282,6.557905,0.000000,4.729488
0.020000,8.502160,15.019548,11.713073,12.394440,6.557905,0.000000,4.799827
0.020000,8.534120,14.772481,11.962274,12.525598,6.557905,0.000000,4.884778
0.020000,8.589590,14.526957,12.214097,12.656756,6.557905,0.000000,4.987395
0.020000,8.673117,14.286779,12.468544,12.787914,6.557905,-0.000000,5.109964
0.020000,8.788819,14.057462,12.725614,12.919072,6.557905,0.000000,5.252148
0.020000,8.938998,13.845923,12.985307,13.050230,6.557905,0.000000,5.408766
0.020000,9.122726,13.659093,13.247623,13.181388,6.557905,0.000000,5.569430
0.020000,9.335624,13.501832,13.512562,13.312546,6.557905,0.000000,5.722033
0.020000,9.571327,13.375645,13.780125,13.443704,6.557905,-0.000000,5.857794
0.020000,9.822872,13.279253,14.049655,13.509284,3.278952,-163.947615,5.973146
0.020000,10.083590,13.209679,14.319599,13.485155,-1.206410,-224.268117,6.068549
0.020000,10.348255,13.163069,14.588405,13.395448,-4.485362,-163.947615,6.146647
0.020000,10.613379,13.135520,14.855003,13.264290,-6.557905,-103.627114,6.210666
0.020000,10.873193,13.120931,15.118977,13.133132,-6.557905,0.000000,6.214225
0.020000,11.133063,13.093704,15.380328,13.001974,-6.557905,-0.000000,6.141011
0.020000,11.387305,13.046185,15.639056,12.870816,-6.557905,0.000000,6.052939
0.020000,11.633217,12.975083,15.895161,12.739658,-6.557905,0.000000,5.947182
0.020000,11.866844,12.877167,16.148642,12.608500,-6.557905,0.000000,5.821945
0.020000,12.082903,12.750124,16.399501,12.477341,-6.557905,-0.000000,5.678338
0.020000,12.275402,12.593793,16.647736,12.346183,-6.557905,0.000000,5.522291
0.020000,12.439153,12.411076,16.893348,12.215025,-6.557905,0.000000,5.364306
0.020000,12.571498,12.207558,17.136337,12.083867,-6.557905,0.000000,5.215718
0.020000,12.672954,11.989845,17.376703,11.952709,-6.557905,0.000000,5.084201
0.020000,12.746423,11.763870,17.614445,11.821551,-6.557905,-0.000000,4.972312
0.020000,12.795854,11.534092,17.849565,11.690393,-6.557905,0.000000,4.878972
0.020000,12.825232,11.303518,18.082061,11.559235,-6.557905,0.000000,4.801520
0.020000,12.838369,11.081114,18.311934,11.428077,-6.557905,0.000000,4.746607
0.020000,12.840356,10.853899,18.539184,11.296919,-6.557905,0.000000,4.693623
0.020000,12.828971,10.629604,18.763811,11.165760,-6.557905,-0.000000,4.626919
0.020000,12.800985,10.409439,18.985814,11.034602,-6.557905,0.000000,4.541069
0.020000,12.752089,10.195697,19.205195,10.903444,-6.557905,0.000000,4.428501
0.020000,12.676906,9.992608,19.421952,10.772286,-6.557905,-0.000000,4.280214
0.020000,12.570046,9.807413,19.636086,10.641128,-6.557905,0.000000,4.090762
0.020000,12.429254,9.650150,19.847597,10.509970,-6.557905,-0.000000,3.870044
0.020000,12.259201,9.529575,20.056485,10.378812,-6.557905,0.000000,3.649407
0.020000,12.070348,9.447393,20.262750,10.247654,-6.557905,0.000000,3.461399
0.020000,11.872929,9.398154,20.466391,10.116496,-6.557905,0.000000,3.317559
0.020000,11.673469,9.373931,20.667410,9.985338,-6.557905,0.000000,3.212850
0.020000,11.475220,9.367626,20.865805,9.854180,-6.557905,-0.000000,3.138005
0.020000,11.279568,9.373796,21.061577,9.723021,-6.557905,0.000000,3.085154
0.020000,11.086984,9.388420,21.254726,9.591863,-6.557905,0.000000,3.048749
0.020000,10.897523,9.408498,21.445251,9.460705,-6.557905,0.000000,3.025135
0.020000,10.711061,9.431703,21.633154,9.329547,-6.557905,0.000000,3.012001
0.020000,10.527401,9.456147,21.818433,9.198389,-6.557905,-0.000000,3.007986
0.020000,10.346336,9.480202,22.001089,9.067231,-6.557905,0.000000,3.012440
0.020000,10.167674,9.502372,22.181122,8.936073,-6.557905,0.000000,3.025290
0.020000,9.994714,9.521131,22.358532,8.804915,-6.557905,0.000000,3.029149
0.020000,9.821945,9.547312,22.533319,8.673757,-6.557905,0.000000,2.950961
0.020000,9.654577,9.587406,22.705483,8.542599,-6.557905,-0.000000,2.859398
0.020000,9.494467,9.642923,22.875023,8.411441,-6.557905,0.000000,2.753611
0.020000,9.343992,9.714934,23.041940,8.280282,-6.557905,0.000000,2.634583
0.020000,9.205816,9.803605,23.206234,8.149124,-6.557905,0.000000,2.506092
0.020000,9.082366,9.907816,23.367905,8.017966,-6.557905,-0.000000,2.374706
0.020000,8.975183,10.025180,23.526953,7.886808,-6.557905,0.000000,2.248128
0.020000,8.884516,10.152541,23.683377,7.755650,-6.557905,-0.000000,2.132723
0.020000,8.809410,10.286682,23.837179,7.624492,-6.557905,0.000000,2.031976
0.020000,8.748149,10.424842,23.988357,7.493334,-6.557905,-0.000000,1.946590
0.020000,8.698726,10.564901,24.136912,7.362176,-6.557905,-0.000000,1.875503
0.020000,8.659170,10.705348,24.282844,7.231018,-6.557905,0.000000,1.816896
0.020000,8.627711,10.845148,24.426153,7.099860,-6.557905,-0.000000,1.768830
0.020000,8.602833,10.983607,24.566839,6.968702,-6.557905,0.000000,1.729545
0.020000,8.583260,11.120269,24.704901,6.837543,-6.557905,-0.000000,1.697561
0.020000,8.567934,11.254834,24.840340,6.706385,-6.557905,0.000000,1.671676
0.020000,8.555978,11.387109,24.973156,6.575227,-6.557905,-0.000000,1.650930
0.020000,8.548136,11.512466,25.103349,6.444069,-6.557905,0.000000,1.614607
0.020000,8.545170,11.639992,25.230919,6.312911,-6.557905,0.000000,1.572620
0.020000,8.547792,11.764899,25.355866,6.181753,-6.557905,-0.000000,1.526018
0.020000,8.556359,11.886909,25.478189,6.050595,-6.557905,0.000000,1.474291
0.020000,8.571230,12.005665,25.597890,5.919437,-6.557905,0.000000,1.416978
0.020000,8.592742,12.120729,25.714967,5.788279,-6.557905,-0.000000,1.353735
0.020000,8.621171,12.231572,25.829421,5.657121,-6.557905,0.000000,1.284446
0.020000,8.656690,12.337585,25.941252,5.525963,-6.557905,-0.000000,1.209348
0.020000,8.699307,12.438102,26.050459,5.394804,-6.557905,0.000000,1.129158
0.020000,8.748815,12.532455,26.157044,5.263646,-6.557905,-0.000000,1.045138
0.020000,8.804761,12.620041,26.261005,5.132488,-6.557905,0.000000,0.959055
0.020000,8.866448,12.700402,26.362343,5.001330,-6.557905,0.000000,0.872991
0.020000,8.932979,12.773288,26.461058,4.870172,-6.557905,-0.000000,0.789056
