dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,10.001757,14.135503,27.550045,3.354705,-10.228050,22.956206,0.104823
0.020000,10.064615,14.141703,27.613208,3.158137,-9.828401,19.982429,0.091933
0.020000,10.123764,14.146808,27.672577,2.968453,-9.484203,17.209922,0.080337
0.020000,10.179302,14.150986,27.728272,2.784738,-9.185759,14.922192,0.069903
0.020000,10.231316,14.154381,27.780396,2.606211,-8.926357,12.970096,0.060515
0.020000,10.279882,14.157117,27.829040,2.432173,-8.701914,11.222148,0.052075
0.020000,10.325071,14.159300,27.874281,2.262073,-8.504989,9.846239,0.044496
0.020000,10.366943,14.161021,27.916188,2.095367,-8.335291,8.484932,0.037702
0.020000,10.405553,14.162359,27.954821,1.931657,-8.185493,7.489908,0.031628
0.020000,10.440949,14.163383,27.990232,1.770530,-8.056356,6.456818,0.026216
0.020000,10.473173,14.164150,28.022465,1.611652,-7.943889,5.623350,0.021417
0.020000,10.502262,14.164711,28.051560,1.454742,-7.845535,4.917730,0.017186
0.020000,10.528249,14.165110,28.077550,1.299524,-7.760888,4.232310,0.013488
0.020000,10.551163,14.165382,28.100466,1.145768,-7.687797,3.654564,0.010289
0.020000,10.571027,14.165559,28.120330,0.993217,-7.627531,3.013324,0.007562
0.020000,10.587861,14.165667,28.137165,0.841743,-7.573738,2.689656,0.005285
0.020000,10.601684,14.165728,28.150987,0.691126,-7.530822,2.145785,0.003438
0.020000,10.612507,14.165757,28.161811,0.541181,-7.497257,1.678262,0.002006
0.020000,10.620343,14.165769,28.169647,0.391792,-7.469440,1.390833,0.000976
0.020000,10.625198,14.165772,28.174502,0.242768,-7.451187,0.912660,0.000342
0.020000,10.627352,14.165772,28.176656,0.107670,-6.754911,34.813773,0.000061
0.020000,10.627822,14.165773,28.177126,0.023498,-4.208593,127.315903,0.000000
0.020000,10.627822,14.165773,28.177126,0.000000,-1.174919,151.683731,0.000000
